CHO,PO2,D3M,COH,MTF,COH-W,MTF-W,CHO-W,PO2-W,CHO,PO2,D3M,COH,MTF,COH-W,MTF-W,CHO-W,PO2-W,AL1,Dpp1,Kc1,AL2,Dpp2,Kc2,AL3,Dpp3,Kc3
-0.7668356927,-0.6973738293,-0.5640072346,-1.022471761,-0.7841001086,-0.9590482379,-0.9600547181,-0.7859962579,-0.9028374023,3.619679897,3.426472901,2.566601638,3.165835593,2.433718032,4.39498735,4.678893066,4.822016691,4.437983819,66.63048756,39.03650741,26.37849873,67.99239306,33.31891712,23.45433951,66.50810256,37.89793772,22.145219
-0.7087317798,-0.7049857727,-0.5261339361,-0.945782802,-0.7397514809,-0.9875481035,-0.9588867091,-0.720622904,-0.8984194336,3.61015845,3.192730003,2.592646609,3.043566334,2.365631945,4.274678249,4.852193848,4.58418141,4.483020441,66.04203389,38.73862663,24.50677714,65.51464167,33.54863458,22.0917979,65.97258746,38.1382873,22.15137636
-0.7610038345,-0.6885284692,-0.5740372395,-1.015174864,-0.7617397687,-0.9128284883,-1.0269719,-0.7273155381,-0.8753525391,3.395415827,3.403641456,2.537040596,3.077008792,2.509355922,4.448385411,4.746161133,4.987518211,4.284734202,68.41771225,39.19011721,23.42535204,67.40813061,33.62287886,21.1182427,66.961489,38.19762918,22.15568668
-0.7128641702,-0.6863259393,-0.556585031,-0.9325482335,-0.7406630089,-0.9085026158,-1.042521019,-0.7746261751,-0.837013916,3.412163371,3.18802002,2.707960716,3.12898836,2.377079517,4.636586332,4.582779541,4.806683807,4.226040641,66.74481506,39.43658111,24.17406305,63.74016445,34.12270569,26.41439114,66.47548556,38.43921734,22.15700478
-0.6981414115,-0.7018846106,-0.5400422096,-0.9309028547,-0.7698133024,-0.9886584879,-1.041036674,-0.7434000454,-0.8756499023,3.380283528,3.119924838,2.549932857,3.068988655,2.357001314,4.311294063,4.883205566,4.792053191,4.357918713,65.78140245,39.07648849,20.56421881,65.26236222,33.38644591,22.80172534,66.07187845,38.16762809,22.15829116
-0.6987854204,-0.6922287195,-0.5729406256,-0.932715156,-0.7553032648,-0.9630271152,-0.9977230079,-0.7736463144,-0.8587426758,3.36634141,3.428069505,2.663228479,3.229088749,2.544717535,4.588092175,4.609116699,4.863684684,4.483437447,70.63351914,38.3674595,21.18998239,70.34050289,32.8232668,18.76384315,69.95022314,37.54029784,22.16521558
-0.7047067243,-0.7530009247,-0.5387182489,-0.9872988087,-0.7277155907,-0.9453303643,-0.9917126283,-0.7425311123,-0.8290275879,3.323069836,3.145231019,2.800159913,3.119908959,2.372764202,4.525867087,4.808070557,4.888147072,4.427037418,71.16293939,38.10221022,18.62777339,66.79914425,32.76451189,21.57228697,67.52816586,37.82062921,22.16657045
-0.6994204847,-0.6963430453,-0.5321185057,-0.9855938148,-0.7994565651,-0.9023145362,-1.000849865,-0.7453320351,-0.8312259521,3.487867372,3.317065578,2.730326835,3.222619676,2.424098475,4.675654097,4.802654907,4.832258122,4.15541029,66.27995156,39.52824214,24.10793411,66.79588577,34.07967136,24.52049547,65.691025,38.41335464,22.16990292
-0.7268713635,-0.7029770654,-0.5703461977,-0.947165874,-0.7784821197,-0.9369793484,-1.042448019,-0.7872904137,-0.9102714844,3.515454063,3.193847626,2.537301046,3.225608312,2.527336403,4.40697467,4.758474609,5.006713578,4.371054394,67.11876111,38.48839348,18.51195085,68.82802414,33.01705487,20.20053713,68.47355627,37.20179518,22.17346947
-0.7562632135,-0.7065892145,-0.5442013183,-0.9360297596,-0.7505223934,-0.9912725178,-1.026996233,-0.7507767333,-0.866197998,3.554474991,3.348798092,2.774766066,3.064070647,2.555326019,4.491648738,4.685163818,4.849990428,4.379707264,69.63693877,39.01888316,23.37179718,73.98748673,31.91160781,22.04864351,67.96147502,37.72289777,22.17527274
-0.7275511506,-0.7025189392,-0.5360302076,-0.9626658191,-0.7325336673,-0.9021410387,-0.9733894874,-0.7584122522,-0.8725063477,3.369741926,3.140042055,2.638746207,2.986366112,2.479028844,4.36578188,4.679349121,4.947020668,4.277436601,64.91122056,39.70787077,25.32430428,64.81213594,33.49422225,20.31350459,64.60743452,38.07225349,22.17738258
-0.7534546192,-0.7331076746,-0.5466218928,-1.013219486,-0.7347659808,-0.9656180121,-1.040160668,-0.7845911745,-0.8346137695,3.639742944,3.362928042,2.764282966,3.167348826,2.451698513,4.356192024,4.895519043,4.843084777,4.328311304,66.49790889,39.37688239,24.85044304,66.66518377,33.4905989,23.38953628,66.10909556,38.16925333,22.18596362
-0.7596979276,-0.6896737848,-0.572445812,-0.9772357675,-0.7945733794,-0.9305715053,-1.000521363,-0.7779909801,-0.902901123,3.559915817,3.282379345,2.737261308,3.020489525,2.520803495,4.484674298,4.809210693,4.677700303,4.413067725,67.03515625,39.10224541,24.42546854,67.11500814,33.50511547,19.63264544,66.36749889,38.18084876,22.1870298
-0.7213972879,-0.7466400183,-0.5363511678,-0.9338597673,-0.7681018621,-0.9123195621,-0.9591787114,-0.779858262,-0.8509262695,3.574453026,3.219872279,2.647601497,3.031763114,2.43635517,4.495680837,4.749581543,4.932975277,4.301622935,67.31587139,38.92202741,24.54920252,67.190809,33.68222682,23.89354485,66.00546914,38.425423,22.18909979
-0.7650110009,-0.7082631372,-0.5641944613,-1.009833344,-0.7778124257,-0.900244132,-0.987259594,-0.7847021021,-0.9072978516,3.474307812,3.140521036,2.647471272,3.084272313,2.557303872,4.298434938,4.53090332,4.826464398,4.468216737,65.512836,39.12649697,19.37162632,66.39499689,33.86023216,23.39797632,66.471407,37.99278837,22.19566062
-0.7431146987,-0.6982548413,-0.5272840434,-0.9466889526,-0.7481970669,-0.9581691836,-1.015875814,-0.7265760205,-0.8279443359,3.457305229,3.20246929,2.706332906,2.995294189,2.361196759,4.49459108,4.597487305,4.954745633,4.318928674,68.7241,38.55164091,14.98541979,67.49222453,32.93975302,20.12113774,68.34948939,37.71643864,22.20149259
-0.7017550169,-0.7502697876,-0.5284608973,-0.9796919126,-0.7721572315,-0.9043155414,-1.015681146,-0.7577836623,-0.9103564453,3.494710911,3.243981007,2.652680266,3.155696929,2.494971538,4.579156173,4.780821289,4.98939093,4.386483608,70.32918906,38.35448152,18.51547032,68.81763194,33.02118627,21.25217944,67.62800814,37.64105052,22.20166057
-0.6974437352,-0.6937616803,-0.5490157206,-0.9343128427,-0.7831141702,-0.9803537381,-0.9722944789,-0.7550659352,-0.8860788574,3.537472408,3.288127121,2.785704954,3.201472239,2.422510199,4.530879967,4.512775146,5.032580506,4.437254059,71.14543057,37.99168623,17.26211658,71.39334567,32.65667369,18.74173626,69.93755157,37.15040964,22.20799384
-0.75778379,-0.7334248389,-0.5557960039,-0.985319585,-0.729668865,-0.9443819109,-0.959908717,-0.7364116043,-0.8980371094,3.31414348,3.188738492,2.65814971,3.143288415,2.538843911,4.665028973,4.794958984,4.849405203,4.150875352,66.569281,38.94803695,21.43029577,67.38089468,33.99466841,21.85835526,67.30151406,38.28124688,22.210406
-0.7570235018,-0.7048712411,-0.5562440108,-0.9399047459,-0.7581587658,-0.9275757808,-1.035987469,-0.7415604954,-0.85730896,3.638510257,3.257991212,2.631616396,3.032860208,2.495780659,4.581063246,4.480224243,4.855198927,4.319293554,66.32270002,39.01891846,26.24248,66.243321,33.50181346,22.97845028,64.76225625,38.24145879,22.21202239
-0.7297157361,-0.7001754474,-0.549069214,-1.0091895,-0.7617583713,-0.9008687232,-0.9513676513,-0.7239322452,-0.8956794434,3.411313242,3.238632382,2.66459584,3.007475718,2.414598788,4.580136954,4.901789795,4.586405264,4.296723117,64.62351127,40.06191038,25.66109834,63.09522056,34.54152257,24.83713956,63.37155039,39.2157212,22.2125239
-0.7249751151,-0.7073116443,-0.5439472248,-1.019514848,-0.7929549521,-0.9076929605,-0.9535333346,-0.7859223062,-0.8776040039,3.629541395,3.128546502,2.781472646,3.130425931,2.393681495,4.287319423,4.772384277,4.986347762,4.325809269,69.15377702,39.33880027,25.70188846,64.9929806,33.42359272,22.19772561,64.26828056,38.68177334,22.21283111
-0.6986333627,-0.7353190146,-0.5365584545,-0.9872153475,-0.740300258,-0.9705106433,-0.9534481673,-0.7356443548,-0.858668335,3.502489593,3.130262852,2.677455544,2.989279086,2.537974855,4.601986568,4.560489868,4.757817552,4.259244724,65.15516602,39.5903786,22.13790609,64.34045156,34.1960948,25.1287452,65.50676564,38.82507144,22.21312622
-0.7588124153,-0.6916913022,-0.5576883315,-0.9632738939,-0.7493039223,-0.9909602222,-0.9843030713,-0.7925132566,-0.9054818115,3.57968132,3.179757592,2.59228849,3.190539128,2.515679058,4.374881345,4.551824829,4.683376981,4.478172749,67.40228971,39.0622196,24.42759155,68.14566939,33.26936995,20.54616198,67.51087225,37.89288103,22.21449172
-0.7143847467,-0.7312751697,-0.5338904732,-0.9924257136,-0.7688459666,-0.9857899949,-1.014659138,-0.7590038663,-0.8392016602,3.426870605,3.157924025,2.611659437,3.250274017,2.465603419,4.606400082,4.610028809,4.98822048,4.154002895,66.48363906,38.73932204,18.59901548,63.07935176,33.40099066,22.80596269,64.8411975,38.20574865,22.2223851
-0.7376227341,-0.7217073798,-0.5479191067,-0.9762342325,-0.7476575911,-0.9197915236,-1.021691526,-0.7286281818,-0.8837424316,3.335311696,3.182272244,2.638681094,3.002482048,2.367969407,4.681048391,4.49612915,4.897510666,4.311943828,65.89583564,39.01313121,21.36719594,64.92763282,33.45845462,20.38864629,64.79243789,38.40570203,22.23058528
-0.7397783749,-0.6859118637,-0.5648564417,-0.9974214651,-0.7414164147,-0.9944764394,-0.9521828242,-0.7367536312,-0.9049720459,3.361368154,3.318342861,2.587600396,3.07371751,2.559311692,4.649499945,4.771643188,4.849112591,4.417289908,70.6726284,37.97786056,19.41273541,70.29774414,33.10576883,20.50438592,66.06778794,37.66693903,22.23066476
-0.704402609,-0.7067830371,-0.5415667703,-0.9610919785,-0.7265436262,-0.9878719656,-1.006434408,-0.7262062617,-0.8526679688,3.532456646,3.217477373,2.655545213,3.020413863,2.544118186,4.479334491,4.876136719,5.009522656,4.365216314,70.27678477,37.69966526,19.81174742,71.88145639,32.21931334,17.5260687,69.68209591,37.63516724,22.23156529
-0.7322917716,-0.7528952032,-0.5287417374,-0.9386051351,-0.7572937443,-0.9130829514,-0.998477347,-0.7366519475,-0.8620349121,3.309297744,3.288446442,2.711476787,3.21690722,2.407886075,4.508648937,4.684707764,4.794277045,4.224998126,67.27485452,40.11234768,21.85445665,64.78237656,34.38857727,21.26896357,65.69305127,38.66596839,22.23191158
-0.7294295099,-0.7433097931,-0.5634054343,-0.9546296937,-0.7959871779,-0.9330698701,-1.011714782,-0.7301441928,-0.8926208496,3.420834688,3.132617844,2.563541354,2.99173809,2.382953141,4.254081854,4.717543701,5.000276107,4.301727186,66.33288025,38.79127525,20.56541165,62.90672564,33.9682568,25.58821223,64.51503202,38.66115505,22.23237551
-0.7212362857,-0.6928806683,-0.5440140915,-1.009714114,-0.751452524,-0.9813253244,-1.028602245,-0.7578391261,-0.8522219238,3.351974227,3.187700699,2.612375674,3.033654656,2.372044983,4.435635262,4.884231689,4.862397189,4.319866937,65.35307702,38.91609119,22.83612561,65.40095695,33.74421683,22.51593436,65.31670352,38.1395992,22.23605664
-0.7490896701,-0.6877884192,-0.5515967752,-1.001868757,-0.7823142579,-0.9745936191,-1.046487383,-0.7842214157,-0.8287514648,3.355799808,3.40859093,2.572852431,3.027828707,2.523860177,4.468218977,4.806588379,4.893180004,4.481352418,68.26890625,38.34559553,19.83084718,68.79548502,32.80479358,17.64377678,67.91820156,37.37692585,22.23619026
-0.7593848677,-0.718192142,-0.5675311096,-0.9838768978,-0.7534709075,-0.9161943409,-0.9492628018,-0.739859605,-0.899364624,3.517111815,3.299822249,2.711053557,3.042847548,2.555955336,4.601550666,4.628442017,5.016720919,4.107871633,67.78881204,39.37915884,25.45551156,65.605299,34.0490218,22.16310865,63.35762006,38.72588556,22.23814217
-0.7422023528,-0.6991534735,-0.5650369817,-1.006757201,-0.7905180099,-0.9020253736,-1.027920907,-0.7901560443,-0.8783049316,3.313548389,3.284454931,2.722025001,3.13806776,2.475372813,4.597355104,4.70044165,4.807620166,4.285255459,67.80081452,39.43580742,22.95465627,65.67683961,33.86076956,22.2672223,65.78223789,38.74573628,22.23855956
-0.7345994701,-0.7145359424,-0.5260536961,-0.9849380479,-0.7948524186,-0.9943492078,-1.020255848,-0.7390738676,-0.8956582031,3.631071627,3.396935718,2.64043913,2.9532263,2.430481546,4.530770991,4.526798828,5.008586297,4.199248021,67.29741225,39.4797724,21.32259948,64.23085059,34.10573694,24.101407,64.770304,38.61301033,22.24230822
-0.6993489281,-0.7143156894,-0.5430846444,-0.9957999324,-0.7312221832,-0.9436763542,-0.9707736339,-0.7369754865,-0.8754906006,3.371229652,3.206261226,2.735275379,3.028623154,2.521193072,4.534857577,4.690921509,5.013443661,4.320127566,69.85407452,38.68095964,22.07976779,67.64934347,33.22484947,21.09840342,66.40550152,36.88627754,22.242543
-0.7394205922,-0.7086772128,-0.5627702006,-1.021744456,-0.7324127504,-0.9244296917,-1.000363195,-0.7594568208,-0.8550999756,3.333143866,3.405517467,2.622761106,3.227159376,2.57105894,4.416292087,4.727405884,4.781226536,4.366832211,66.25756502,39.37554323,21.45173286,65.11895043,34.09487312,25.07849694,67.50471002,38.52024446,22.24555485
-0.7117729329,-0.7189762427,-0.5475045332,-0.9617596685,-0.7438812608,-0.9587243758,-1.022299864,-0.7332316787,-0.8767119141,3.618489716,3.41896886,2.599548526,3.149643996,2.451818383,4.636695308,4.738864258,4.980027336,4.197997003,67.97178025,38.84299305,18.18975369,66.95328832,33.565562,20.80326834,65.72996301,38.34108751,22.24766526
-0.7346531375,-0.7010916998,-0.5485877737,-1.020540229,-0.7801377522,-0.9396396443,-0.9574996985,-0.7710395149,-0.8799616699,3.529311168,3.408191779,2.583595981,3.015041885,2.359218906,4.297236206,4.852079834,4.961417193,4.340508722,66.33084414,39.43524963,23.29415925,65.56577203,34.05094192,25.67469664,64.915249,38.55944306,22.25684987
-0.7479447654,-0.7047038489,-0.5233522814,-0.9606627493,-0.7573123469,-0.9405418316,-1.020012513,-0.7546407126,-0.8763295898,3.372122288,3.383045258,2.535347673,2.974562891,2.5583827,4.517040061,4.697135254,4.750853379,4.447991957,68.49128964,39.08685539,22.71522771,68.19662852,33.53780882,22.09934034,67.32817889,38.00715753,22.26558667
-0.7130877844,-0.7007833456,-0.5328139194,-0.9286494012,-0.7645580644,-0.9259102042,-0.9645442526,-0.779571699,-0.8809281006,3.392992959,3.431063139,2.551918786,3.202947642,2.444476354,4.506959815,4.544984009,4.923553161,4.293439197,67.30766702,39.19612031,20.5776449,68.223086,33.7575143,20.0779787,66.62844689,38.33719398,22.27178049
-0.7281951595,-0.6993472961,-0.5458194924,-0.9442566536,-0.7957081387,-0.956457341,-0.9884762701,-0.7927998196,-0.8562788086,3.354439602,3.320458362,2.646820148,3.1743097,2.545916234,4.518783671,4.538428223,4.681562785,4.316218137,66.58764002,39.73618491,27.76566358,67.45131577,34.21399707,21.99931226,64.80048752,39.14973183,22.27649253
-0.7525959407,-0.6911010242,-0.5566786443,-1.010548726,-0.7326824882,-0.9289753277,-0.9494453032,-0.7464320675,-0.8736958008,3.622060258,3.290122877,2.692398846,3.24361579,2.37977659,4.511373328,4.835319824,4.901139059,4.343323511,68.40117025,38.70512115,18.0088056,67.87494189,32.99629202,22.03788934,67.04808439,37.61948381,22.27678575
-0.7452792842,-0.7075407074,-0.5414464103,-0.995978778,-0.7788355694,-0.9058191869,-0.9740951594,-0.766121723,-0.8862062988,3.651219688,3.427830015,2.666549213,3.183767409,2.444925866,4.247325365,4.789372314,4.809961064,4.41994832,66.66518377,39.44896258,25.96617033,64.6078593,33.85413596,24.75072103,66.18432639,38.37755112,22.28551399
-0.7360484901,-0.6984486639,-0.5319780856,-0.9947387823,-0.7731059648,-0.9947424689,-1.025000884,-0.7861626494,-0.8835725098,3.576748374,3.265934319,2.690250136,3.13262012,2.454755195,4.50232835,4.445963135,4.932155963,4.44455166,70.57260056,38.7027673,20.65525755,68.44459727,33.09527096,20.97814145,67.798756,37.82456384,22.28566705
-0.7621487392,-0.7415301489,-0.5235395082,-0.9556550747,-0.7772171421,-0.9764905258,-0.9911529573,-0.7947595412,-0.8277744141,3.509673184,3.316786172,2.749567557,3.130274608,2.375101665,4.664593071,4.768051758,5.009990836,4.331438847,70.26763898,38.33227797,21.42749956,68.422175,32.96385571,22.22104656,68.06868764,37.66456366,22.28613332
-0.7234008711,-0.7040695203,-0.5459799725,-0.9594227537,-0.7380400406,-0.962286859,-1.029648587,-0.7446572253,-0.8648598633,3.488760007,3.277350041,2.698649639,3.178244107,2.420052867,4.612502717,4.714921387,4.807503121,4.239906082,68.93150625,38.98451146,19.47004906,67.53534136,33.51078955,21.16695503,63.85807877,38.54192237,22.28936706
-0.7640807658,-0.7475210303,-0.5262676695,-0.9753996201,-0.7243113127,-0.9229144797,-0.9544580084,-0.7831491152,-0.8511386719,3.403917118,3.242384403,2.551886229,3.237714179,2.36047754,4.40348745,4.623482422,4.920568516,4.427767178,66.74277264,39.12242206,21.77139088,66.35043632,33.56731285,18.45193176,67.83975401,37.92248723,22.29550421
-0.765422451,-0.751697027,-0.5510484683,-1.021494072,-0.7981450809,-0.9794284178,-1.014537471,-0.7223792583,-0.877072998,3.336841928,3.144432717,2.541403129,3.102809422,2.524639331,4.659035313,4.860288818,4.790063428,4.219577051,65.49260256,39.61305132,26.13687408,64.10404225,33.8356223,21.79335362,64.07402139,38.42004972,22.29887546
-0.7121486048,-0.6971800067,-0.5631112208,-0.9972187736,-0.7699807259,-0.9490316455,-0.992491301,-0.7656040607,-0.9003947754,3.64135819,3.127349049,2.681394846,3.228861764,2.420712151,4.354993292,4.899281494,4.974292135,4.316947897,66.46325625,39.03844789,25.36173169,67.54698808,33.18677426,21.23638903,65.76399025,37.94201639,22.30333441
-0.6962093848,-0.7128091589,-0.5654515553,-0.991853408,-0.7704829964,-0.9685790371,-1.030816596,-0.7822247183,-0.8536450195,3.628861291,3.414019386,2.789286137,3.041447808,2.336623435,4.509629718,4.618237793,4.828103027,4.421720594,68.08725225,39.14517051,25.270491,68.32224362,32.63626013,23.93202361,64.69990314,38.57466872,22.31427367
-0.7022738018,-0.7362264569,-0.5264147763,-0.9802403722,-0.7510804718,-0.9925217002,-1.011763449,-0.7228599447,-0.8978459473,3.46521143,3.181633602,2.629825804,3.052721396,2.456673113,4.401198961,4.602845947,4.98084665,4.060906359,64.36050625,40.16443544,28.36402527,63.66045156,34.45768322,27.47494381,64.11405077,38.85291854,22.31433449
-0.7432935901,-0.6892685193,-0.5576415248,-0.9950964734,-0.7358077271,-0.9313811605,-1.02828591,-0.7669906562,-0.8993540039,3.36838172,3.210292652,2.581447271,3.207903481,2.45505487,4.398910473,4.655634277,4.626785762,4.432562744,66.32066406,39.05366473,22.78721699,66.5856,33.77386595,20.14469483,65.41538757,38.33234547,22.31555835
-0.7351003659,-0.7422349585,-0.5401224496,-0.9543196948,-0.7446253653,-0.9093122711,-1.004974397,-0.7821877424,-0.8646474609,3.571562587,3.391507262,2.635490585,3.126037554,2.349689251,4.655003215,4.66315918,4.992200008,4.125438001,66.520336,39.58926657,26.09389374,64.30164345,33.99192005,25.41864647,64.368529,39.14337525,22.31816524
-0.750002016,-0.7319271185,-0.5220818142,-0.966409652,-0.7557683301,-0.9211795041,-1.010887442,-0.7869761187,-0.8472941895,3.38529929,3.427191373,2.742079628,2.984625893,2.426226165,4.548098117,4.797581299,4.955096768,4.325705018,68.03978118,39.17335126,18.69206643,64.45215732,33.53042947,23.13045148,66.83880025,38.52898365,22.31950507
-0.7403597718,-0.7178133069,-0.537581515,-0.9322382346,-0.7464484213,-0.9129672863,-1.016313818,-0.7734244591,-0.8401362305,3.356479912,3.126949898,2.681720408,3.1833891,2.566533852,4.472578002,4.61595752,4.939061613,4.36709284,69.07177716,38.4713421,17.11940724,68.8366601,33.32958681,19.17479048,70.47921738,37.55622673,22.32620714
-0.7347783615,-0.7379708606,-0.5674308096,-0.9797396047,-0.7317151524,-0.9412820879,-0.9912016244,-0.7812633454,-0.8321499023,3.554389978,3.283417138,2.683283107,3.223943755,2.479748064,4.534476163,4.649705566,5.031761191,4.144411763,67.19900625,39.31484152,22.7551132,65.04220877,33.8989455,24.57371491,66.35324306,38.49812347,22.32790764
-0.7617909564,-0.7091793896,-0.545097332,-0.954033542,-0.7600283283,-0.9436416547,-1.038554655,-0.7665839215,-0.8538574219,3.523615303,3.129983446,2.793583558,3.053704998,2.490895962,4.584822906,4.550513672,4.575988266,4.441111362,65.68697256,39.62791678,28.5259611,65.34903502,33.69670076,23.86792049,65.88365977,38.1596194,22.33694759
-0.7096620149,-0.7446665515,-0.5425563975,-0.9411089724,-0.7999495343,-0.932676609,-0.9985016805,-0.7493901378,-0.8702973633,3.597576539,3.420405804,2.548630608,3.120135944,2.496769586,4.30562733,4.627358887,5.017247621,4.373347926,68.05218789,38.7635735,22.63709586,66.26092527,33.45631886,22.95622791,67.40007586,38.36122955,22.34145032
-0.7560127656,-0.7214959369,-0.5454049188,-0.9538189274,-0.7769008977,-0.9141470697,-0.9894739444,-0.7772144867,-0.8700637207,3.587970079,3.387595581,2.58060081,3.039102296,2.408005945,4.591688371,4.79575708,4.717261486,4.390757917,67.24205002,38.91340997,20.08943371,65.47543131,33.4089821,22.96786714,65.13902327,38.12168356,22.34408883
-0.7090716734,-0.6978143353,-0.5462608126,-0.9431358883,-0.7495178524,-0.9896532072,-1.04398103,-0.7854970835,-0.8605480957,3.332251231,3.137247997,2.559764833,3.179530355,2.350468406,4.528918405,4.876022705,4.784679361,4.290676534,66.49994756,39.08640618,23.78164645,67.68969939,33.52056279,19.58645445,64.76024439,38.30155082,22.34549199
-0.7377121797,-0.7531242664,-0.5575345381,-1.015127172,-0.7719712054,-0.9422999402,-1.000837698,-0.7902115081,-0.8342739258,3.573092819,3.131739711,2.571550182,3.161295893,2.444985801,4.490450006,4.594522949,4.668921934,4.470093263,66.79997227,39.40340339,25.98310034,67.05357939,33.65600355,24.89229079,64.93337852,38.10443616,22.34639156
-0.7679805974,-0.7165446497,-0.5391863158,-0.9660042688,-0.7614793321,-0.9220354254,-0.9865295884,-0.7422168173,-0.8661342773,3.625120723,3.370272423,2.595772005,3.228786102,2.399195509,4.360115147,4.788346191,4.709653566,4.458000096,67.535524,39.05975431,22.18858011,65.94255505,33.74684739,21.55855138,65.77615506,38.31212278,22.34773312
-0.697819407,-0.7143949805,-0.5447763719,-1.006494895,-0.739937507,-0.9823200438,-0.9865782555,-0.7720563516,-0.8475703125,3.435881974,3.328601045,2.685757379,3.130577255,2.414658723,4.46712922,4.593382813,4.887795938,4.433605259,66.91444502,39.09696851,19.33938738,66.8949843,33.75964101,23.31366117,66.21280327,38.14984619,22.3491955
-0.7621129609,-0.7324733459,-0.5675377963,-1.019228696,-0.738114451,-0.9440580488,-1.011641782,-0.7320114747,-0.8523706055,3.481618923,3.213805182,2.594209307,3.188231447,2.370906219,4.423756918,4.827566895,4.736807988,4.267011457,64.23421389,40.05900612,24.26834261,64.63959002,34.06803746,22.95448543,64.44980243,39.05613981,22.35370686
-0.7385708583,-0.7477677136,-0.525224549,-1.011693338,-0.7907226386,-0.9730205746,-1.007456416,-0.7289794526,-0.8767543945,3.32961583,3.163671801,2.676771864,3.046290154,2.455534349,4.600297446,4.523378418,4.955447902,4.388360133,69.839449,38.87323832,19.25944908,65.9116369,33.37853393,23.78279762,66.74708253,37.67251079,22.35476054
-0.7349572528,-0.7108004517,-0.5686879035,-1.023950217,-0.7900157394,-0.9442893789,-1.045270707,-0.7542339779,-0.8410283203,3.456625125,3.34105456,2.548500383,3.150854582,2.376060624,4.502437326,4.875680664,4.877027805,4.419844068,66.46121814,38.87397078,24.03665734,67.8019394,33.40340446,19.49052788,67.63828806,37.83057756,22.35483772
-0.7342595765,-0.7226236322,-0.5445490251,-0.9767111539,-0.728087643,-0.9097055322,-1.034636958,-0.7547331523,-0.8360793457,3.626055865,3.188339341,2.684780693,2.956782399,2.342796734,4.626560574,4.569553955,4.949478611,4.304020718,65.788321,39.06811027,21.77415191,64.19118205,33.42114952,21.08604258,65.71939556,38.41433041,22.35740882
-0.7040448263,-0.7164389282,-0.5370198348,-1.001057991,-0.7888251722,-0.9250427164,-0.9751901679,-0.7790817686,-0.9076376953,3.41853934,3.131580051,2.694352219,2.95231836,2.349209772,4.397820717,4.853790039,4.61484718,4.479892898,66.33491639,38.84480105,20.39056485,64.14007656,33.79052131,19.59078214,66.080641,38.61882118,22.35836477
-0.7245457758,-0.7097079968,-0.5605301662,-0.9731580896,-0.7273249359,-0.9193519965,-0.9969443352,-0.7221758909,-0.8988442383,3.51596414,3.108748607,2.6444761,2.960338497,2.523620437,4.675272683,4.634655762,4.755066996,4.23323399,67.39794264,39.51402637,21.58995032,62.81271706,33.60324963,22.63527188,65.70926252,38.61039139,22.35925282
-0.7570861137,-0.7183242938,-0.5316571255,-0.9350282247,-0.7821840396,-0.9094279361,-0.9702991302,-0.7369107787,-0.9041330566,3.482214013,3.340655409,2.77619854,2.949216232,2.56359704,4.562482901,4.663957275,4.979910291,4.251894998,67.11500814,39.22215193,25.21585549,64.93843448,33.64063879,24.49694237,64.71398025,38.59823787,22.3636109
-0.7515404817,-0.717161358,-0.5749065065,-0.970558868,-0.7447183784,-0.9170618287,-1.003052049,-0.7926334282,-0.8626296387,3.533391788,3.414578197,2.697152054,3.084045328,2.434976666,4.532623577,4.700669678,4.9520536,4.305480238,66.93271173,38.81208088,21.95826471,67.36716006,33.74027757,22.16517854,66.76319827,38.15428966,22.37246963
-0.7634188678,-0.7164565485,-0.5255856292,-0.9333589999,-0.7418907813,-0.9797985459,-1.000132026,-0.7930771387,-0.8556628418,3.444298253,3.115055194,2.732052314,3.031384805,2.456553243,4.681702245,4.446191162,4.844372271,4.464776439,69.52015952,38.36387928,20.27610155,62.2438933,32.04898523,23.14651836,67.22155127,37.76583774,22.37782061
-0.7521666014,-0.7549567712,-0.531322792,-1.00616105,-0.7581308619,-0.9191669324,-0.9694961241,-0.7649200069,-0.8922172852,3.497601351,3.408271609,2.665832976,3.080791876,2.538484302,4.571527878,4.631919434,4.935784355,4.267428463,66.78362702,39.45750781,24.87001313,72.77425284,32.26711726,21.75762043,66.78665855,38.69514994,22.38096938
-0.7370502817,-0.7132496649,-0.5295173911,-1.010572572,-0.7387283372,-0.9664276674,-0.9648484217,-0.7540675865,-0.8585939941,3.354354589,3.430065261,2.582423958,3.082380771,2.419753192,4.55899568,4.901105713,4.609111979,4.462065902,66.02375025,39.34411316,21.09216044,66.46121547,33.76404646,22.80788398,65.46832656,38.7007301,22.38372949
-0.7371039491,-0.7086860229,-0.5411923168,-0.9371505249,-0.7996890978,-0.959279568,-0.9835608989,-0.7422537932,-0.8507138672,3.491310395,3.109227588,2.686538728,2.981977735,2.367909472,4.538181334,4.581069336,4.862982414,4.414005988,66.65906025,38.67774839,21.11760356,67.21950156,33.30533396,19.59498228,66.59172014,38.13395005,22.38864583
-0.7424706898,-0.7245442383,-0.5695972906,-0.9286613242,-0.7887507617,-0.9541903063,-0.969447457,-0.7732395797,-0.8978671875,3.539257679,3.354146717,2.598246277,2.961095114,2.42616623,4.641490236,4.746617188,4.925250313,4.453621535,69.422224,37.7628912,18.87170975,67.59150902,32.91423076,19.42101587,66.07256799,37.75104145,22.3921207
